instrument_name,funding_rate,funding_time
0G-USDT-SWAP,0.00005,1764777600000
0G-USDT-SWAP,0.00005,1764792000000
0G-USDT-SWAP,0.00005,1764806400000
0G-USDT-SWAP,0.00005,1764820800000
0G-USDT-SWAP,0.00005,1764835200000
0G-USDT-SWAP,0.00005,1764849600000
1INCH-USDT-SWAP,0.0001,1764777600000
1INCH-USDT-SWAP,-0.0001223371556392,1764806400000
1INCH-USDT-SWAP,0.0001,1764835200000
2Z-USDT-SWAP,-0.0001406737800211,1764777600000
2Z-USDT-SWAP,0.00005,1764792000000
2Z-USDT-SWAP,0.00005,1764806400000
2Z-USDT-SWAP,-0.0000819912603839,1764820800000
2Z-USDT-SWAP,-0.000086317422647,1764835200000
2Z-USDT-SWAP,0.0000398536019374,1764849600000
A-USDT-SWAP,-0.0000021588174935,1764777600000
A-USDT-SWAP,0.00005,1764792000000
A-USDT-SWAP,0.0000213199184289,1764806400000
A-USDT-SWAP,0.00005,1764820800000
A-USDT-SWAP,0.00005,1764835200000
A-USDT-SWAP,-0.0000049339547936,1764849600000
AAVE-USDT-SWAP,0.0001,1764777600000
AAVE-USDT-SWAP,0.0000626731636573,1764806400000
AAVE-USDT-SWAP,-0.0000120908673567,1764835200000
ACE-USDT-SWAP,0.0000125,1764777600000
ACE-USDT-SWAP,0.0000125,1764781200000
ACE-USDT-SWAP,0.0000125,1764784800000
ACE-USDT-SWAP,0.0000125,1764788400000
ACE-USDT-SWAP,0.0000125,1764792000000
ACE-USDT-SWAP,0.0000125,1764795600000
ACE-USDT-SWAP,0.0000125,1764799200000
ACE-USDT-SWAP,0.0000125,1764802800000
ACE-USDT-SWAP,0.0000125,1764806400000
ACE-USDT-SWAP,0.0000125,1764810000000
ACE-USDT-SWAP,0.0000125,1764813600000
ACE-USDT-SWAP,0.0000125,1764817200000
ACE-USDT-SWAP,0.0000125,1764820800000
ACE-USDT-SWAP,0.0000125,1764824400000
ACE-USDT-SWAP,0.0000125,1764828000000
ACE-USDT-SWAP,0.0000125,1764831600000
ACE-USDT-SWAP,0.0000125,1764835200000
ACE-USDT-SWAP,0.0000125,1764838800000
ACE-USDT-SWAP,0.0000125,1764842400000
ACE-USDT-SWAP,0.0000125,1764846000000
ACE-USDT-SWAP,0.0000125,1764849600000
ACE-USDT-SWAP,0.0000125,1764853200000
ACE-USDT-SWAP,0.0000125,1764856800000
ACE-USDT-SWAP,0.0000125,1764860400000
ACH-USDT-SWAP,0.00005,1764777600000
ACH-USDT-SWAP,0.00005,1764792000000
ACH-USDT-SWAP,0.00005,1764806400000
ACH-USDT-SWAP,0.00005,1764820800000
ACH-USDT-SWAP,0.00005,1764835200000
ACH-USDT-SWAP,0.00005,1764849600000
