instrument_name,funding_rate,funding_time
0G-USDT-SWAP,-0.0004220609544525,1764172800000
0G-USDT-SWAP,-0.0005415062855236,1764187200000
0G-USDT-SWAP,-0.0001823975071223,1764201600000
0G-USDT-SWAP,-0.0005736659193559,1764216000000
0G-USDT-SWAP,0.0000202568781633,1764230400000
0G-USDT-SWAP,-0.0000353978548214,1764244800000
1INCH-USDT-SWAP,0.0000574772420213,1764172800000
1INCH-USDT-SWAP,0.0001,1764201600000
1INCH-USDT-SWAP,0.0000164550405084,1764230400000
2Z-USDT-SWAP,-0.0001678417655929,1764172800000
2Z-USDT-SWAP,0.00005,1764187200000
2Z-USDT-SWAP,0.00005,1764201600000
2Z-USDT-SWAP,-0.0002685145920478,1764216000000
2Z-USDT-SWAP,0.00005,1764230400000
2Z-USDT-SWAP,0.00005,1764244800000
A-USDT-SWAP,-0.0000244854976482,1764172800000
A-USDT-SWAP,0.00005,1764187200000
A-USDT-SWAP,0.00005,1764201600000
A-USDT-SWAP,0.00005,1764216000000
A-USDT-SWAP,0.00005,1764230400000
A-USDT-SWAP,0.00005,1764244800000
AAVE-USDT-SWAP,0.0000115446790777,1764172800000
AAVE-USDT-SWAP,-0.0001147782267659,1764201600000
AAVE-USDT-SWAP,-0.0000243340585817,1764230400000
ACE-USDT-SWAP,0.00005,1764172800000
ACE-USDT-SWAP,-0.0003077324176229,1764187200000
ACE-USDT-SWAP,-0.015,1764201600000
ACE-USDT-SWAP,-0.0004851289253868,1764205200000
ACE-USDT-SWAP,0.0000125,1764208800000
ACE-USDT-SWAP,0.0000125,1764212400000
ACE-USDT-SWAP,0.0000125,1764216000000
ACE-USDT-SWAP,-0.0000248627864712,1764219600000
ACE-USDT-SWAP,-0.0001795324215067,1764223200000
ACE-USDT-SWAP,-0.0002734500508082,1764226800000
ACE-USDT-SWAP,-0.0011831237036362,1764230400000
ACE-USDT-SWAP,-0.0010393170096981,1764234000000
ACE-USDT-SWAP,-0.0044667394893968,1764237600000
ACE-USDT-SWAP,-0.015,1764241200000
ACE-USDT-SWAP,-0.0021413223634444,1764244800000
ACE-USDT-SWAP,-0.0023599004546889,1764248400000
ACE-USDT-SWAP,-0.000249080091648,1764252000000
ACE-USDT-SWAP,0.0000125,1764255600000
ACH-USDT-SWAP,-0.0001189891615882,1764172800000
ACH-USDT-SWAP,-0.0000179135531849,1764187200000
ACH-USDT-SWAP,0.00005,1764201600000
ACH-USDT-SWAP,-0.0003563775681379,1764216000000
ACH-USDT-SWAP,-0.0003918019797581,1764230400000
ACH-USDT-SWAP,-0.0000810836231208,1764244800000
ACT-USDT-SWAP,0.00005,1764172800000
ACT-USDT-SWAP,0.00005,1764187200000
ACT-USDT-SWAP,0.00005,1764201600000
ACT-USDT-SWAP,0.00005,1764216000000
ACT-USDT-SWAP,0.00005,1764230400000
ACT-USDT-SWAP,0.00005,1764244800000
ADA-USD-SWAP,0.0000858064990991,1764172800000
ADA-USD-SWAP,0.0001,1764201600000
ADA-USD-SWAP,0.0001,1764230400000
ADA-USDT-SWAP,0.0000642679909184,1764172800000
ADA-USDT-SWAP,0.0000998186587387,1764201600000
ADA-USDT-SWAP,0.0000655859877955,1764230400000
AERO-USDT-SWAP,0.00005,1764172800000
AERO-USDT-SWAP,0.00005,1764187200000
AERO-USDT-SWAP,0.00005,1764201600000
AERO-USDT-SWAP,0.00005,1764216000000
AERO-USDT-SWAP,0.00005,1764230400000
AERO-USDT-SWAP,-0.0000606843268454,1764244800000
AEVO-USDT-SWAP,-0.0000638757385894,1764172800000
AEVO-USDT-SWAP,0.00005,1764187200000
AEVO-USDT-SWAP,0.00005,1764201600000
AEVO-USDT-SWAP,0.00005,1764216000000
AEVO-USDT-SWAP,0.00005,1764230400000
AEVO-USDT-SWAP,0.00005,1764244800000
AGLD-USDT-SWAP,-0.0001644133856685,1764172800000
AGLD-USDT-SWAP,0.0001,1764201600000
AGLD-USDT-SWAP,0.0001,1764230400000
AIXBT-USDT-SWAP,0.0000096082364671,1764172800000
AIXBT-USDT-SWAP,0.00005,1764187200000
AIXBT-USDT-SWAP,0.00005,1764201600000
AIXBT-USDT-SWAP,0.00005,1764216000000
AIXBT-USDT-SWAP,0.00005,1764230400000
AIXBT-USDT-SWAP,-0.0000628933012888,1764244800000
ALGO-USDT-SWAP,-0.0000678069209098,1764172800000
