instrument_name,funding_rate,funding_time
0G-USDT-SWAP,-0.0006500396625131,1764000000000
0G-USDT-SWAP,-0.0006074667787935,1764003600000
0G-USDT-SWAP,-0.0003280441908103,1764007200000
0G-USDT-SWAP,-0.0008392261764822,1764010800000
0G-USDT-SWAP,-0.0007416059885021,1764014400000
0G-USDT-SWAP,-0.0008629493447265,1764018000000
0G-USDT-SWAP,-0.0010390419091593,1764021600000
0G-USDT-SWAP,-0.0006665869052666,1764025200000
0G-USDT-SWAP,-0.0016644062519331,1764028800000
0G-USDT-SWAP,-0.000261685992322,1764032400000
0G-USDT-SWAP,-0.0000422335796816,1764036000000
0G-USDT-SWAP,-0.0002987581987379,1764039600000
0G-USDT-SWAP,-0.0003147918488835,1764043200000
0G-USDT-SWAP,-0.0003295886767716,1764046800000
0G-USDT-SWAP,-0.0000853163292692,1764050400000
0G-USDT-SWAP,-0.0014214117038375,1764054000000
0G-USDT-SWAP,-0.0003095196462278,1764057600000
0G-USDT-SWAP,-0.0000228078266452,1764061200000
0G-USDT-SWAP,-0.0002379463917171,1764064800000
0G-USDT-SWAP,0.0000125,1764068400000
0G-USDT-SWAP,-0.0004361349502471,1764072000000
0G-USDT-SWAP,-0.0003205477805008,1764075600000
0G-USDT-SWAP,0.0000125,1764079200000
0G-USDT-SWAP,-0.0002742792710954,1764082800000
1INCH-USDT-SWAP,-0.0002862725124562,1764000000000
1INCH-USDT-SWAP,-0.0000527023828034,1764028800000
1INCH-USDT-SWAP,0.0000622456617679,1764057600000
2Z-USDT-SWAP,-0.0003177366305294,1764000000000
2Z-USDT-SWAP,-7.777060248E-7,1764014400000
2Z-USDT-SWAP,-0.0000513131978823,1764028800000
2Z-USDT-SWAP,0.0000438710186541,1764043200000
2Z-USDT-SWAP,-0.0004935705784957,1764057600000
2Z-USDT-SWAP,-0.0001210519367384,1764072000000
A-USDT-SWAP,0.00005,1764000000000
A-USDT-SWAP,0.00005,1764014400000
A-USDT-SWAP,0.00005,1764028800000
A-USDT-SWAP,0.00005,1764043200000
A-USDT-SWAP,0.00005,1764057600000
A-USDT-SWAP,0.000037501302888,1764072000000
AAVE-USDT-SWAP,-0.0000244226193477,1764000000000
AAVE-USDT-SWAP,-0.0000056711024119,1764028800000
AAVE-USDT-SWAP,-0.0000135554055682,1764057600000
ACE-USDT-SWAP,0.0000362131371856,1764000000000
ACE-USDT-SWAP,0.00005,1764014400000
ACE-USDT-SWAP,-0.0000858338549811,1764028800000
ACE-USDT-SWAP,0.0000052421352984,1764043200000
ACE-USDT-SWAP,0.00005,1764057600000
ACE-USDT-SWAP,0.00005,1764072000000
ACH-USDT-SWAP,-0.0000904510357317,1764000000000
ACH-USDT-SWAP,-0.0000877794748502,1764014400000
ACH-USDT-SWAP,-0.0001413235374376,1764028800000
ACH-USDT-SWAP,-0.0001177114960597,1764043200000
ACH-USDT-SWAP,0.00005,1764057600000
ACH-USDT-SWAP,0.00005,1764072000000
ACT-USDT-SWAP,-0.0002651256384739,1764000000000
ACT-USDT-SWAP,0.00005,1764014400000
ACT-USDT-SWAP,0.00005,1764028800000
ACT-USDT-SWAP,0.00005,1764043200000
ACT-USDT-SWAP,0.00005,1764057600000
ACT-USDT-SWAP,0.00005,1764072000000
ADA-USD-SWAP,0.0001,1764000000000
ADA-USD-SWAP,0.0001,1764028800000
ADA-USD-SWAP,0.0000111238512254,1764057600000
ADA-USDT-SWAP,0.0000466978319128,1764000000000
ADA-USDT-SWAP,0.0000629193225791,1764028800000
ADA-USDT-SWAP,0.0000369431503357,1764057600000
AERO-USDT-SWAP,0.00005,1764000000000
AERO-USDT-SWAP,0.00005,1764014400000
AERO-USDT-SWAP,0.00005,1764028800000
AERO-USDT-SWAP,0.00005,1764043200000
AERO-USDT-SWAP,0.00005,1764057600000
AERO-USDT-SWAP,0.00005,1764072000000
AEVO-USDT-SWAP,0.00005,1764000000000
AEVO-USDT-SWAP,0.00005,1764014400000
AEVO-USDT-SWAP,0.00005,1764028800000
AEVO-USDT-SWAP,0.00005,1764043200000
