instrument_name,open,high,low,close,vol,vol_ccy,vol_quote,open_time,confirm
OKB-USDT,173.66,174.2,173.57,174.2,522.289259,90815.26477967,90815.26477967,1756656000000,1
OKB-USDT,174.2,174.52,174.18,174.52,150.811373,26295.02311013,26295.02311013,1756656060000,1
OKB-USDT,174.52,174.88,174.51,174.8,370.818632,64772.92144175,64772.92144175,1756656120000,1
OKB-USDT,174.8,174.99,174.75,174.91,438.438203,76703.05374808,76703.05374808,1756656180000,1
OKB-USDT,174.99,175.09,174.8,175,309.149037,54092.29394837,54092.29394837,1756656240000,1
OKB-USDT,175,175.3,174.82,175.29,895.977087,156829.78076218,156829.78076218,1756656300000,1
OKB-USDT,175.21,175.39,175.2,175.38,369.737322,64822.04040588,64822.04040588,1756656360000,1
OKB-USDT,175.34,175.53,175.32,175.43,1379.799451,242089.36606921,242089.36606921,1756656420000,1
OKB-USDT,175.45,175.45,175,175.3,571.376279,100108.10307649,100108.10307649,1756656480000,1
OKB-USDT,175.25,175.7,175.13,175.63,1193.804711,209547.36080657,209547.36080657,1756656540000,1
OKB-USDT,175.63,175.7,175.35,175.35,510.121197,89529.23944295,89529.23944295,1756656600000,1
OKB-USDT,175.35,175.35,175.1,175.22,580.441185,101662.42083769,101662.42083769,1756656660000,1
OKB-USDT,175.2,175.32,175.18,175.18,80.455253,14097.9444401,14097.9444401,1756656720000,1
OKB-USDT,175.18,175.21,175.02,175.03,155.019573,27147.22513475,27147.22513475,1756656780000,1
OKB-USDT,175.02,175.32,175.02,175.04,117.403061,20564.3266681,20564.3266681,1756656840000,1
OKB-USDT,175.07,175.08,174.63,174.7,402.608543,70398.9538764,70398.9538764,1756656900000,1
OKB-USDT,174.69,174.75,174.6,174.68,93.035465,16248.86990364,16248.86990364,1756656960000,1
OKB-USDT,174.68,174.76,174.6,174.75,225.838059,39436.64493441,39436.64493441,1756657020000,1
OKB-USDT,174.7,175,174.6,174.89,266.517544,46602.83388454,46602.83388454,1756657080000,1
OKB-USDT,174.96,175.53,174.96,175.14,335.199128,58738.38459255,58738.38459255,1756657140000,1
OKB-USDT,175.14,175.31,175.09,175.25,69.564536,12189.35388539,12189.35388539,1756657200000,1
OKB-USDT,175.29,175.33,174.91,174.91,146.468181,25659.78194793,25659.78194793,1756657260000,1
OKB-USDT,174.93,174.96,174.78,174.79,25.944261,4536.25431352,4536.25431352,1756657320000,1
OKB-USDT,174.79,174.79,174.58,174.6,290.882185,50802.10037879,50802.10037879,1756657380000,1
OKB-USDT,174.63,174.91,174.62,174.87,349.991921,61146.16154696,61146.16154696,1756657440000,1
OKB-USDT,174.92,174.98,174.77,174.77,48.421659,8467.02507641,8467.02507641,1756657500000,1
OKB-USDT,174.77,174.86,174.71,174.83,44.72411,7818.63166115,7818.63166115,1756657560000,1
