instrument_name,open,high,low,close,vol,vol_ccy,vol_quote,open_time,confirm
OKB-USDT,186.3,186.38,186.27,186.31,37.495178,6986.49497129,6986.49497129,1759248000000,1
OKB-USDT,186.28,186.31,186.14,186.3,31.283841,5825.28546867,5825.28546867,1759248060000,1
OKB-USDT,186.3,186.4,186.25,186.35,66.440166,12379.10178092,12379.10178092,1759248120000,1
OKB-USDT,186.35,186.41,186.06,186.41,514.368849,95788.86714643,95788.86714643,1759248180000,1
OKB-USDT,186.41,186.41,186.28,186.28,63.708978,11872.38995207,11872.38995207,1759248240000,1
OKB-USDT,186.32,186.34,186.18,186.2,90.638787,16881.01805739,16881.01805739,1759248300000,1
OKB-USDT,186.24,186.26,186.11,186.11,61.341803,11421.43616659,11421.43616659,1759248360000,1
OKB-USDT,186.13,186.21,185.98,186,229.264906,42650.96826154,42650.96826154,1759248420000,1
OKB-USDT,186,186.03,185.77,185.87,132.155521,24571.12523293,24571.12523293,1759248480000,1
OKB-USDT,185.89,186.11,185.85,186.1,150.855284,28051.09270329,28051.09270329,1759248540000,1
OKB-USDT,186.14,186.14,186.05,186.07,22.252004,4141.05564605,4141.05564605,1759248600000,1
OKB-USDT,186.07,186.08,186.02,186.08,15.876938,2953.89567333,2953.89567333,1759248660000,1
OKB-USDT,186.05,186.08,186,186.01,22.843833,4249.39150833,4249.39150833,1759248720000,1
OKB-USDT,186,186,185.86,185.87,52.631239,9786.25550607,9786.25550607,1759248780000,1
OKB-USDT,185.9,185.93,185.63,185.73,102.825772,19102.94365609,19102.94365609,1759248840000,1
OKB-USDT,185.73,185.8,185.54,185.61,75.798383,14073.07733,14073.07733,1759248900000,1
OKB-USDT,185.59,185.77,185.5,185.5,201.225293,37357.72805394,37357.72805394,1759248960000,1
OKB-USDT,185.5,185.51,185.12,185.3,439.836068,81470.70143397,81470.70143397,1759249020000,1
OKB-USDT,185.3,185.37,185.14,185.24,228.657973,42361.78989763,42361.78989763,1759249080000,1
OKB-USDT,185.27,185.5,185.25,185.5,68.172674,12634.71084656,12634.71084656,1759249140000,1
OKB-USDT,185.47,185.47,185.11,185.17,75.773529,14036.54173626,14036.54173626,1759249200000,1
OKB-USDT,185.17,185.5,185.15,185.5,209.146157,38748.40152095,38748.40152095,1759249260000,1
OKB-USDT,185.5,185.77,185.5,185.77,55.994976,10396.35583155,10396.35583155,1759249320000,1
OKB-USDT,185.73,185.81,185.61,185.81,93.516452,17362.64618297,17362.64618297,1759249380000,1
OKB-USDT,185.81,185.96,185.75,185.78,123.111439,22883.3479989,22883.3479989,1759249440000,1
OKB-USDT,185.83,185.87,185.68,185.78,65.337394,12137.9290051,12137.9290051,1759249500000,1
OKB-USDT,185.69,185.78,185.62,185.63,250.068973,46424.66277369,46424.66277369,1759249560000,1
OKB-USDT,185.62,185.74,185.62,185.69,29.69694,5514.53557294,5514.53557294,1759249620000,1
OKB-USDT,185.69,185.78,185.47,185.59,186.719762,34659.22725307,34659.22725307,1759249680000,1
OKB-USDT,185.61,185.62,185.32,185.36,92.078277,17073.5908642,17073.5908642,1759249740000,1
OKB-USDT,185.36,185.45,185.2,185.45,794.73775,147224.75120694,147224.75120694,1759249800000,1
OKB-USDT,185.4,185.4,185,185.16,388.57927,71934.80629371,71934.80629371,1759249860000,1
OKB-USDT,185.16,185.23,185.07,185.17,44.333365,8208.45560038,8208.45560038,1759249920000,1
OKB-USDT,185.12,185.12,185,185.09,50.705155,9381.77038412,9381.77038412,1759249980000,1
OKB-USDT,185.11,185.67,185.11,185.43,696.26928,129124.62162303,129124.62162303,1759250040000,1
OKB-USDT,185.41,185.45,185.28,185.34,18.913007,3505.59604207,3505.59604207,1759250100000,1
OKB-USDT,185.35,185.47,185.35,185.41,22.877582,4241.14346963,4241.14346963,1759250160000,1
OKB-USDT,185.4,185.53,185.4,185.53,63.894752,11848.36262045,11848.36262045,1759250220000,1
OKB-USDT,185.55,185.55,185.25,185.25,53.673543,9950.11283509,9950.11283509,1759250280000,1
OKB-USDT,185.32,185.35,185.3,185.34,1.838554,340.74835934,340.74835934,1759250340000,1
OKB-USDT,185.34,185.4,185.29,185.4,19.656858,3642.68159245,3642.68159245,1759250400000,1
OKB-USDT,185.38,185.38,185.2,185.25,94.927973,17586.7609972,17586.7609972,1759250460000,1
