instrument_name,open,high,low,close,vol,vol_ccy,vol_quote,open_time,confirm
ETH-USDT,2519.4,2520,2518.61,2518.61,1.8789,4733.63333362,4733.63333362,1725120000000,1
ETH-USDT,2518.6,2518.6,2517.21,2517.21,8.393356,21135.05138454,21135.05138454,1725120060000,1
ETH-USDT,2517.21,2517.5,2516.84,2516.84,7.761244,19534.72237427,19534.72237427,1725120120000,1
ETH-USDT,2516.94,2517.94,2516.63,2517.06,40.14526,101064.3961587,101064.3961587,1725120180000,1
ETH-USDT,2517.08,2517.37,2516.6,2516.98,12.747704,32083.48302405,32083.48302405,1725120240000,1
ETH-USDT,2516.99,2517.4,2515.4,2515.8,8.522551,21447.00166123,21447.00166123,1725120300000,1
ETH-USDT,2515.8,2516.57,2515.8,2516,7.575007,19059.17359419,19059.17359419,1725120360000,1
ETH-USDT,2515.99,2515.99,2515.01,2515.21,5.230612,13157.1938656,13157.1938656,1725120420000,1
ETH-USDT,2515.39,2515.39,2514.61,2515,7.321795,18413.62041714,18413.62041714,1725120480000,1
ETH-USDT,2515.12,2515.35,2514.19,2515.35,25.741257,64732.44730409,64732.44730409,1725120540000,1
ETH-USDT,2515.35,2517,2515.35,2516.67,91.54239,230324.64254127,230324.64254127,1725120600000,1
ETH-USDT,2516.67,2517.8,2516.63,2517.8,35.374325,89041.79509555,89041.79509555,1725120660000,1
ETH-USDT,2517.79,2517.79,2516.75,2516.75,2.263362,5697.63739496,5697.63739496,1725120720000,1
ETH-USDT,2516.67,2516.76,2515.64,2515.64,20.183788,50787.70955726,50787.70955726,1725120780000,1
ETH-USDT,2515.6,2515.6,2515.01,2515.05,3.415972,8591.73919905,8591.73919905,1725120840000,1
ETH-USDT,2515.13,2516.55,2515.12,2516.27,5.328084,13405.13826058,13405.13826058,1725120900000,1
ETH-USDT,2516.26,2516.27,2515.24,2515.25,3.81126,9589.5473882,9589.5473882,1725120960000,1
ETH-USDT,2515.25,2515.77,2515.12,2515.13,9.812848,24685.0140042,24685.0140042,1725121020000,1
ETH-USDT,2515.13,2515.8,2514.69,2515.6,12.129813,30506.69076304,30506.69076304,1725121080000,1
ETH-USDT,2515.6,2516.68,2515.6,2516.68,2.006657,5049.34761058,5049.34761058,1725121140000,1
ETH-USDT,2516.69,2516.69,2515.2,2515.21,4.5208,11375.27857589,11375.27857589,1725121200000,1
ETH-USDT,2515.21,2515.21,2514.59,2514.61,5.198587,13074.35378347,13074.35378347,1725121260000,1
ETH-USDT,2514.6,2514.98,2514.2,2514.31,10.49815,26397.59233475,26397.59233475,1725121320000,1
ETH-USDT,2514.3,2514.8,2514,2514.8,8.234386,20703.14501912,20703.14501912,1725121380000,1
ETH-USDT,2514.8,2515.11,2514.79,2515.11,2.278203,5729.58482157,5729.58482157,1725121440000,1
ETH-USDT,2515.17,2515.79,2514.63,2515.46,13.369851,33628.17575838,33628.17575838,1725121500000,1
ETH-USDT,2515.54,2516.2,2515.4,2515.8,35.20303,88560.88393197,88560.88393197,1725121560000,1
ETH-USDT,2515.8,2517,2515.79,2517,7.516718,18914.06877376,18914.06877376,1725121620000,1
ETH-USDT,2516.99,2517.37,2516.6,2516.8,3.399453,8556.22995333,8556.22995333,1725121680000,1
ETH-USDT,2516.8,2516.8,2516.41,2516.75,0.510002,1283.45624047,1283.45624047,1725121740000,1
ETH-USDT,2516.79,2516.8,2516,2516.8,1.940733,4884.02692586,4884.02692586,1725121800000,1
ETH-USDT,2516.81,2517.79,2516.81,2517.79,17.967032,45231.89539898,45231.89539898,1725121860000,1
ETH-USDT,2517.8,2517.8,2517.07,2517.39,9.120454,22959.46152032,22959.46152032,1725121920000,1
ETH-USDT,2517.29,2517.6,2517.08,2517.4,8.164755,20554.52324219,20554.52324219,1725121980000,1
ETH-USDT,2517.3,2517.99,2517.3,2517.99,1.616757,4070.25406453,4070.25406453,1725122040000,1
ETH-USDT,2517.99,2518,2517.4,2517.59,4.884174,12296.55844729,12296.55844729,1725122100000,1
ETH-USDT,2517.59,2518,2517.5,2518,7.834318,19725.05416558,19725.05416558,1725122160000,1
ETH-USDT,2518,2518.64,2518,2518.64,20.848398,52503.31358636,52503.31358636,1725122220000,1
ETH-USDT,2518.63,2518.64,2516.8,2516.81,9.276504,23354.84738518,23354.84738518,1725122280000,1
ETH-USDT,2516.8,2516.8,2515.83,2515.83,3.681234,9262.29998481,9262.29998481,1725122340000,1
ETH-USDT,2515.84,2516.88,2515.84,2516.69,9.010449,22674.0097512,22674.0097512,1725122400000,1
ETH-USDT,2516.69,2516.69,2515.83,2516.4,0.751362,1890.64616713,1890.64616713,1725122460000,1
ETH-USDT,2516.4,2516.4,2516.26,2516.35,11.683615,29400.49995788,29400.49995788,1725122520000,1
ETH-USDT,2516.35,2516.86,2515.4,2515.4,9.872804,24843.89131955,24843.89131955,1725122580000,1
ETH-USDT,2515.4,2515.74,2514.83,2514.84,2.006202,5046.54923113,5046.54923113,1725122640000,1
ETH-USDT,2514.83,2514.83,2514.41,2514.78,17.515438,44045.82233434,44045.82233434,1725122700000,1
ETH-USDT,2514.61,2514.78,2509.4,2510.8,158.868211,398920.95826018,398920.95826018,1725122760000,1
ETH-USDT,2510.79,2512.19,2510.79,2512.19,4.505412,11314.38615951,11314.38615951,1725122820000,1
ETH-USDT,2512.2,2512.39,2510.04,2510.04,19.165866,48131.94601545,48131.94601545,1725122880000,1
ETH-USDT,2510.2,2510.2,2509.38,2509.41,7.6688,19246.40220557,19246.40220557,1725122940000,1
ETH-USDT,2509.45,2510.59,2508.09,2510,37.225775,93409.67624015,93409.67624015,1725123000000,1
ETH-USDT,2510.19,2512.59,2510.19,2512.39,14.218676,35718.49511196,35718.49511196,1725123060000,1
ETH-USDT,2512.39,2513.19,2512.2,2512.6,1.211199,3043.82340358,3043.82340358,1725123120000,1
ETH-USDT,2512.71,2512.71,2511.4,2511.99,0.616853,1549.55730816,1549.55730816,1725123180000,1
ETH-USDT,2511.99,2511.99,2509.2,2509.2,8.025038,20141.49757437,20141.49757437,1725123240000,1
ETH-USDT,2509,2509.19,2504.59,2507.61,308.857334,774357.68645149,774357.68645149,1725123300000,1
ETH-USDT,2507.61,2507.61,2506.01,2507.2,2.597793,6512.63814782,6512.63814782,1725123360000,1
ETH-USDT,2507.4,2507.8,2506.81,2507.8,30.684654,76935.66522351,76935.66522351,1725123420000,1
ETH-USDT,2508,2509.18,2508,2508.71,16.568923,41566.37594892,41566.37594892,1725123480000,1
ETH-USDT,2508.9,2510,2508.41,2508.41,73.806366,185199.11859007,185199.11859007,1725123540000,1
ETH-USDT,2508.41,2508.41,2505.6,2506.4,30.641677,76791.17454853,76791.17454853,1725123600000,1
ETH-USDT,2506.41,2507.19,2505.8,2506.7,3.994445,10011.59572306,10011.59572306,1725123660000,1
ETH-USDT,2506.3,2509.69,2506.21,2509.54,21.620374,54246.54733634,54246.54733634,1725123720000,1
ETH-USDT,2509.4,2511.36,2509.4,2510.61,3.116213,7823.91047497,7823.91047497,1725123780000,1
ETH-USDT,2510.8,2511.2,2509.85,2509.86,2.271469,5702.32093131,5702.32093131,1725123840000,1
ETH-USDT,2509.85,2511,2509.6,2510.99,1.556988,3908.53973696,3908.53973696,1725123900000,1
ETH-USDT,2511,2511.4,2510.61,2511.05,3.878444,9738.87517468,9738.87517468,1725123960000,1
ETH-USDT,2510.89,2511.19,2510.39,2510.39,2.137097,5366.43003106,5366.43003106,1725124020000,1
ETH-USDT,2510.6,2511,2510.6,2510.81,0.110606,277.72382598,277.72382598,1725124080000,1
ETH-USDT,2510.81,2510.81,2509.2,2509.2,6.683009,16773.08167807,16773.08167807,1725124140000,1
ETH-USDT,2509,2509,2507.47,2507.8,10.500495,26335.37598847,26335.37598847,1725124200000,1
ETH-USDT,2507.6,2508,2506.33,2507.8,6.338782,15891.89495981,15891.89495981,1725124260000,1
ETH-USDT,2507.6,2507.6,2505.25,2505.25,5.191617,13010.2897448,13010.2897448,1725124320000,1
ETH-USDT,2505.21,2505.29,2502.6,2503.36,34.265584,85794.40526386,85794.40526386,1725124380000,1
ETH-USDT,2503.21,2503.39,2502.5,2502.5,10.129669,25353.40413238,25353.40413238,1725124440000,1
ETH-USDT,2502.5,2503.92,2501.3,2503,36.52065,91396.58917896,91396.58917896,1725124500000,1
ETH-USDT,2503.2,2503.35,2501.38,2501.8,11.932763,29855.50955123,29855.50955123,1725124560000,1
ETH-USDT,2501.61,2503.62,2501.3,2503,141.645519,354435.78184853,354435.78184853,1725124620000,1
ETH-USDT,2503,2504.79,2502.6,2504.6,4.186257,10483.18206213,10483.18206213,1725124680000,1
ETH-USDT,2504.79,2505.25,2504.2,2504.79,3.154722,7902.22358007,7902.22358007,1725124740000,1
ETH-USDT,2504.8,2505.8,2504.8,2505.71,2.580878,6466.30726402,6466.30726402,1725124800000,1
ETH-USDT,2505.7,2506,2505.6,2505.78,3.160819,7920.49087858,7920.49087858,1725124860000,1
ETH-USDT,2505.79,2505.99,2505.41,2505.41,3.468798,8691.59947226,8691.59947226,1725124920000,1
ETH-USDT,2505.61,2505.61,2504,2504.2,8.717545,21831.54011593,21831.54011593,1725124980000,1
ETH-USDT,2504.2,2504.99,2503.25,2503.79,6.034815,15111.93995848,15111.93995848,1725125040000,1
