instrument_name,open,high,low,close,vol,vol_ccy,vol_quote,open_time,confirm
BTC-USDT,86988.1,87026.1,86972.8,87012,22.73870328,1978167.566793656,1978167.566793656,1764086400000,1
BTC-USDT,87011.1,87056,86994.9,87042.2,7.36871991,641269.578153889,641269.578153889,1764086460000,1
BTC-USDT,87042.3,87055,86926.9,86986.4,3.72330678,323968.25808569,323968.25808569,1764086520000,1
BTC-USDT,86986.5,87065,86980.5,87038,2.88410643,251008.817477846,251008.817477846,1764086580000,1
BTC-USDT,87037.9,87091.2,87030,87059.1,1.39839098,121760.834847205,121760.834847205,1764086640000,1
BTC-USDT,87058.9,87065.3,86943,86945.3,4.53226159,394177.579268731,394177.579268731,1764086700000,1
BTC-USDT,86945.3,86945.3,86821,86847,6.99209201,607543.299911063,607543.299911063,1764086760000,1
BTC-USDT,86847.1,86917,86824.3,86877.9,3.3940791,294833.768211795,294833.768211795,1764086820000,1
BTC-USDT,86872.1,86894,86858,86869.4,4.8010678,417085.54415453,417085.54415453,1764086880000,1
BTC-USDT,86869.9,86871.9,86704,86753.9,8.65031595,750733.487508943,750733.487508943,1764086940000,1
BTC-USDT,86754,86863.3,86754,86863.3,3.43457766,298186.273494012,298186.273494012,1764087000000,1
BTC-USDT,86863.5,86894,86849,86878.1,1.96632641,170822.560653386,170822.560653386,1764087060000,1
BTC-USDT,86878.1,86950.8,86858.9,86860,1.71430644,148985.880171631,148985.880171631,1764087120000,1
BTC-USDT,86860,86946.9,86840,86924,2.36907091,205896.808697264,205896.808697264,1764087180000,1
BTC-USDT,86923.9,86923.9,86840,86849,2.00589617,174247.493566214,174247.493566214,1764087240000,1
BTC-USDT,86848.9,86848.9,86780,86814.9,4.06224782,352636.541950417,352636.541950417,1764087300000,1
BTC-USDT,86815,86968.9,86815,86966,3.20736399,278697.941228054,278697.941228054,1764087360000,1
BTC-USDT,86965.9,87057.9,86931,86931,13.84659781,1204655.206589069,1204655.206589069,1764087420000,1
BTC-USDT,86931,87002.9,86902,86974.3,2.19543809,190901.097160317,190901.097160317,1764087480000,1
BTC-USDT,86979.2,87051.1,86967,87009,2.05563756,178827.588520849,178827.588520849,1764087540000,1
BTC-USDT,87008.9,87063,86993,87032.6,1.29690097,112887.950360562,112887.950360562,1764087600000,1
BTC-USDT,87032.7,87246.3,87032.7,87232.1,11.1519035,971948.832814212,971948.832814212,1764087660000,1
BTC-USDT,87232,87280.8,87229.1,87263.3,9.41079891,821118.119134569,821118.119134569,1764087720000,1
BTC-USDT,87263.5,87274,87203,87215.4,5.01330717,437373.840283091,437373.840283091,1764087780000,1
BTC-USDT,87216,87220.1,87153,87165.9,1.27138913,110836.136972674,110836.136972674,1764087840000,1
BTC-USDT,87165.9,87175.7,87113,87124.5,4.05873195,353727.354551578,353727.354551578,1764087900000,1
BTC-USDT,87126,87152.9,87095.1,87118.9,2.87450393,250416.821065064,250416.821065064,1764087960000,1
BTC-USDT,87118.9,87151.9,87118.9,87150.1,2.49809057,217670.966521671,217670.966521671,1764088020000,1
BTC-USDT,87150,87159,87105.7,87137.8,4.18891146,364988.337759052,364988.337759052,1764088080000,1
BTC-USDT,87137.7,87236.3,87137.4,87229.4,5.08069893,442998.122829569,442998.122829569,1764088140000,1
BTC-USDT,87229.5,87297.8,87229.5,87267.9,6.75373036,589322.835060373,589322.835060373,1764088200000,1
BTC-USDT,87268,87268,87176,87214.1,8.3275001,726261.346390066,726261.346390066,1764088260000,1
BTC-USDT,87214.3,87241.4,87129.6,87234.1,13.55998316,1182129.585836177,1182129.585836177,1764088320000,1
BTC-USDT,87234.9,87268.4,87128.5,87128.5,10.51190311,917094.11474083,917094.11474083,1764088380000,1
BTC-USDT,87128.4,87142.7,87077.9,87142.7,4.16229995,362572.917867716,362572.917867716,1764088440000,1
BTC-USDT,87142.9,87186.4,87102,87102.1,3.05932915,266614.79856008,266614.79856008,1764088500000,1
BTC-USDT,87102,87102,87048.4,87048.4,4.27012926,371827.125161094,371827.125161094,1764088560000,1
BTC-USDT,87048.3,87114.6,87026.5,87077,3.21543697,279976.501092817,279976.501092817,1764088620000,1
BTC-USDT,87077.9,87091.3,87050,87053.2,1.72738153,150396.209765262,150396.209765262,1764088680000,1
BTC-USDT,87053.2,87061.4,87032,87047.9,6.54460286,569690.295986846,569690.295986846,1764088740000,1
BTC-USDT,87048,87100.6,87048,87079.6,1.06169944,92456.272758981,92456.272758981,1764088800000,1
BTC-USDT,87079.5,87121.2,87045.3,87102.4,4.89074402,425943.416503789,425943.416503789,1764088860000,1
BTC-USDT,87102.4,87186.5,87094.1,87186.4,1.3508637,117726.468240777,117726.468240777,1764088920000,1
BTC-USDT,87186.5,87188.7,87164,87171,0.81892629,71390.714495849,71390.714495849,1764088980000,1
BTC-USDT,87171,87180.2,87102.1,87105,1.65613103,144298.134929799,144298.134929799,1764089040000,1
BTC-USDT,87105,87105.1,86948.9,86948.9,12.32766982,1072600.899604797,1072600.899604797,1764089100000,1
BTC-USDT,86949,87015,86949,87005.1,2.09831603,182523.51228664,182523.51228664,1764089160000,1
BTC-USDT,87005.1,87047,86977.5,86977.5,8.12548093,707086.924406596,707086.924406596,1764089220000,1
BTC-USDT,86977.3,87030.7,86961.3,87022,3.67413317,319599.482191657,319599.482191657,1764089280000,1
BTC-USDT,87022,87024,86981.6,87013.3,2.07179026,180239.109924752,180239.109924752,1764089340000,1
BTC-USDT,87013.3,87124,87013.3,87121.6,1.88070135,163798.931129087,163798.931129087,1764089400000,1
BTC-USDT,87121.7,87136,87062.2,87069.2,2.01738064,175712.249970662,175712.249970662,1764089460000,1
BTC-USDT,87069.2,87112.1,87068.9,87079,1.33002681,115832.776864865,115832.776864865,1764089520000,1
