1764633600000000,86286.01000000,86355.26000000,86282.36000000,86322.30000000,16.36830000,1764633659999999,1412839.03809190,5071,7.29685000,629800.21066740,0
1764633660000000,86322.31000000,86366.65000000,86322.30000000,86341.16000000,10.00672000,1764633719999999,863987.80449920,4115,2.61277000,225577.16380780,0
1764633720000000,86341.17000000,86341.17000000,86279.50000000,86292.01000000,14.13264000,1764633779999999,1219599.35853420,5308,5.66911000,489207.79364410,0
1764633780000000,86292.01000000,86357.87000000,86286.31000000,86348.00000000,6.03127000,1764633839999999,520581.47918000,4036,3.07697000,265613.29260200,0
1764633840000000,86348.00000000,86374.94000000,86310.16000000,86311.01000000,18.47998000,1764633899999999,1595560.36375490,7028,7.46092000,644171.55600230,0
1764633900000000,86311.00000000,86358.09000000,86262.52000000,86357.06000000,29.26326000,1764633959999999,2526232.43187110,5691,18.77223000,1620746.46695710,0
1764633960000000,86357.06000000,86422.03000000,86343.14000000,86410.76000000,12.77328000,1764634019999999,1103580.92515070,4866,5.01498000,433269.34796900,0
1764634020000000,86410.77000000,86569.17000000,86410.77000000,86537.94000000,20.42632000,1764634079999999,1767283.46747640,5660,10.00233000,865270.74036130,0
1764634080000000,86537.94000000,86537.94000000,86458.76000000,86464.93000000,9.67523000,1764634139999999,836728.39745960,4897,1.68944000,146091.85487710,0
1764634140000000,86464.92000000,86483.39000000,86452.47000000,86471.98000000,23.95656000,1764634199999999,2071597.08575810,3721,16.87105000,1458883.61033900,0
1764634200000000,86471.97000000,86471.98000000,86451.38000000,86451.38000000,9.07717000,1764634259999999,784782.19194340,2185,2.38435000,206139.99763950,0
1764634260000000,86451.38000000,86483.39000000,86425.33000000,86428.35000000,11.69738000,1764634319999999,1011384.76801540,3866,2.56689000,221930.11885540,0
1764634320000000,86428.35000000,86428.36000000,86383.87000000,86405.18000000,9.46705000,1764634379999999,818031.58403250,2699,2.99737000,258992.50959190,0
1764634380000000,86405.19000000,86413.14000000,86379.99000000,86386.30000000,12.84944000,1764634439999999,1110071.78339450,4085,2.22705000,192409.03047760,0
1764634440000000,86386.30000000,86387.97000000,86307.85000000,86316.49000000,9.91733000,1764634499999999,856329.71328950,4032,1.21597000,104966.92795290,0
1764634500000000,86316.49000000,86378.76000000,86316.49000000,86359.67000000,20.84657000,1764634559999999,1800095.31276560,5089,9.30430000,803343.13922420,0
1764634560000000,86359.68000000,86409.98000000,86330.00000000,86330.01000000,13.10748000,1764634619999999,1132152.09164260,4717,5.05601000,436685.72002990,0
1764634620000000,86330.00000000,86384.64000000,86307.85000000,86349.89000000,12.31722000,1764634679999999,1063570.36559440,5249,4.13472000,356972.45822780,0
1764634680000000,86349.89000000,86398.00000000,86327.37000000,86352.90000000,12.03926000,1764634739999999,1039843.14970210,3919,2.68406000,231782.72927740,0
1764634740000000,86352.90000000,86419.69000000,86320.00000000,86320.00000000,7.95320000,1764634799999999,686932.68315510,6099,1.86305000,160922.18205190,0
1764634800000000,86320.00000000,86320.01000000,86212.66000000,86212.67000000,12.61226000,1764634859999999,1088105.12643810,4506,1.06651000,91968.92053910,0
1764634860000000,86212.66000000,86226.00000000,86184.39000000,86187.42000000,17.05914000,1764634919999999,1470572.28605730,4279,6.49958000,560270.83340700,0
1764634920000000,86187.42000000,86207.89000000,86187.41000000,86207.85000000,11.12666000,1764634979999999,959128.49702160,2401,4.67070000,402590.54999530,0
1764634980000000,86207.85000000,86250.00000000,86196.80000000,86235.24000000,11.16401000,1764635039999999,962559.80536530,3697,2.50635000,216096.60024550,0
1764635040000000,86235.24000000,86274.74000000,86235.24000000,86272.52000000,7.90373000,1764635099999999,681788.53892070,2017,1.60587000,138521.29145980,0
1764635100000000,86272.52000000,86370.12000000,86272.52000000,86367.25000000,11.51836000,1764635159999999,994542.33096450,3806,3.58753000,309724.91019850,0
1764635160000000,86367.24000000,86378.87000000,86333.99000000,86341.36000000,7.99814000,1764635219999999,690644.19481020,2715,0.70147000,60568.66499940,0
1764635220000000,86341.35000000,86341.36000000,86276.56000000,86319.99000000,13.82218000,1764635279999999,1192932.26817210,4054,2.24162000,193459.75837200,0
1764635280000000,86320.00000000,86320.00000000,86262.67000000,86284.77000000,20.53188000,1764635339999999,1771427.53692150,3547,11.65726000,1005677.86413890,0
1764635340000000,86284.76000000,86329.66000000,86284.76000000,86329.65000000,14.10307000,1764635399999999,1217254.24998270,1591,6.06262000,523223.75016050,0
1764635400000000,86329.66000000,86396.92000000,86329.66000000,86338.29000000,12.35459000,1764635459999999,1066903.45783770,3848,2.96037000,255639.85783790,0
1764635460000000,86338.28000000,86382.00000000,86334.60000000,86346.51000000,9.16616000,1764635519999999,791568.76959710,4027,1.92735000,166439.19467400,0
1764635520000000,86346.51000000,86398.21000000,86300.22000000,86398.20000000,13.32791000,1764635579999999,1150693.19198180,4377,5.29314000,456981.63107610,0
1764635580000000,86398.21000000,86483.16000000,86392.99000000,86483.15000000,22.86046000,1764635639999999,1975814.70625770,6180,11.54666000,997804.17663820,0
1764635640000000,86483.15000000,86499.99000000,86453.16000000,86471.56000000,11.61875000,1764635699999999,1004730.89022150,3335,3.74881000,324178.92765750,0
1764635700000000,86471.56000000,86495.80000000,86443.84000000,86457.10000000,17.40537000,1764635759999999,1505066.40184890,4975,10.06729000,870576.64098530,0
1764635760000000,86457.10000000,86473.94000000,86385.53000000,86385.53000000,11.35576000,1764635819999999,981452.57567430,5388,2.34667000,202812.71602380,0
1764635820000000,86385.53000000,86428.42000000,86341.89000000,86423.15000000,9.66516000,1764635879999999,834947.10118530,3274,3.57684000,309012.10221740,0
